Wavelength (nm),ecoli
211.292,0.0000464
211.545,-0.004176473333
211.799,-0.00312602
212.053,-0.0001622266667
212.306,0.0004615666667
212.56,-0.00113464
212.814,-0.0005441866667
213.067,0.00049294
213.321,0.0004034
213.575,-0.002452806667
213.828,-0.00434234
214.082,-0.001798546667
214.335,0.0001252466667
214.589,-0.003110953333
214.843,-0.004880486667
215.096,-0.001403353333
215.35,0.0008471133333
215.604,0.00037758
215.857,-0.002718613333
216.111,-0.0007348133333
216.365,0.0009089933333
216.618,-0.001593866667
216.872,-0.003016726667
217.126,-0.00041958
217.379,0.001430893333
217.633,0.00007470666667
217.886,-0.004568146667
218.14,-0.002444326667
218.394,0.0001194866667
218.647,-0.00236336
218.901,-0.0021462
219.155,-0.0003890466667
219.408,-0.00008522
219.662,-0.00006806
219.916,-0.0021709
220.169,-0.001073733333
220.423,0.0007701
220.677,-0.0001260666667
220.93,-0.001955566667
221.184,-0.0002583933333
221.437,0.0008254466667
221.691,-0.002570706667
221.945,-0.004020193333
222.198,-0.001323013333
222.452,0.001354173333
222.706,0.00051136
222.959,-0.001691453333
223.213,-0.00008759333333
223.467,0.001276266667
223.72,0.0000001333333333
223.974,-0.002516
224.228,-0.001245466667
224.481,0.00008507333333
224.735,-0.00165772
224.988,-0.002713846667
225.242,-0.0006166333333
225.496,0.0006405866667
225.749,-0.0005155266667
226.003,-0.00187164
226.257,-0.00008774666667
226.51,0.00132948
226.764,-0.001013286667
227.018,-0.001496053333
227.271,0.0001145133333
227.525,0.00019176
227.779,-0.0009776666667
228.032,-0.00390042
228.286,-0.001423166667
228.539,0.0004007533333
228.793,-0.001621993333
229.047,-0.001664733333
229.3,-0.0001874666667
229.554,0.0001898
229.808,-0.0029396
230.061,-0.00305566
230.315,-0.001305046667
230.569,0.0000589
230.822,-0.002063813333
231.076,-0.003933193333
231.33,-0.0009359
231.583,0.00006139333333
231.837,-0.001821306667
232.09,-0.006190673333
232.344,-0.002440033333
232.598,0.00098394
232.851,-0.00083208
233.105,-0.004388093333
233.359,-0.001244106667
233.612,0.00053322
233.866,-0.001929453333
234.12,-0.004778786667
234.373,-0.001041446667
234.627,0.00002922666667
234.88,-0.003573433333
235.134,-0.00347608
235.388,-0.0004520666667
235.641,0.00123196
235.895,0.00000932
236.149,-0.003053313333
236.402,-0.0006159466667
236.656,0.001221426667
236.91,-0.003394533333
237.163,-0.00585048
237.417,-0.002199766667
237.671,0.0007042933333
237.924,-0.0006583133333
238.178,-0.002207586667
238.431,-0.0004435133333
238.685,0.0003205533333
238.939,-0.0001620333333
239.192,-0.002991286667
239.446,-0.001133866667
239.7,0.001016893333
239.953,-0.0006523466667
240.207,-0.001008253333
240.461,0.00014252
240.714,0.0007132933333
240.968,-0.004535926667
241.222,-0.001785146667
241.475,0.00104564
241.729,0.0007564333333
241.982,-0.002906106667
242.236,-0.003428633333
242.49,-0.0009711666667
242.743,0.0002996466667
242.997,-0.0005762066667
243.251,-0.002925386667
243.504,-0.0005679
243.758,0.00045626
244.012,-0.001492906667
244.265,-0.002795406667
244.519,-0.0008112266667
244.773,0.00057962
245.026,-0.0007095333333
245.28,-0.002852013333
245.533,-0.001501153333
245.787,0.0004230466667
246.041,-0.001432753333
246.294,-0.00234188
246.548,-0.0009643333333
246.802,-0.0002201133333
247.055,-0.00206256
247.309,0.00004166
247.563,0.00111256
247.816,0.0009901266667
248.07,-0.001438966667
248.324,-0.002921386667
248.577,-0.00089714
248.831,0.00061378
249.084,0.00006470666667
249.338,-0.001431026667
249.592,-0.00040676
249.845,0.0002308466667
250.099,-0.001871546667
250.353,-0.003933926667
250.606,-0.001356306667
250.86,0.00108132
251.114,-0.001121053333
251.367,-0.002610086667
251.621,-0.0009724466667
251.875,-0.0003414666667
252.128,-0.00188382
252.382,-0.0022995
252.635,-0.0008551733333
252.889,0.0004158266667
253.143,-0.0003331733333
253.396,-0.002668833333
253.65,-0.00103782
253.904,0.0003265266667
254.159,-0.0009357866667
254.413,-0.004398093333
254.667,-0.00148706
254.922,0.00081064
255.176,-0.00003165333333
255.431,-0.00019394
255.685,0.0002771133333
255.939,0.001034833333
256.194,-0.00356744
256.448,-0.004696373333
256.702,-0.0009253066667
256.957,-0.0002142333333
257.211,-0.001796486667
257.465,-0.002432066667
257.72,-0.001267646667
257.974,-0.00052988
258.228,-0.00285212
258.483,-0.003261013333
258.737,-0.0007899066667
258.992,0.0009212066667
259.246,0.0004789933333
259.5,-0.002703213333
259.755,-0.0009720866667
260.009,-0.00002762
260.263,-0.002156486667
260.518,-0.001452006667
260.772,-0.00010086
261.026,0.0004902933333
261.281,-0.001905213333
261.535,-0.00252072
261.789,-0.0009295533333
262.044,0.00003495333333
262.298,-0.001327206667
262.553,-0.002049353333
262.807,0.0001885
263.061,0.0008996866667
263.316,-0.00219578
263.57,-0.00230458
263.824,0.0002732933333
264.079,0.0009645
264.333,-0.00224428
264.587,-0.00545306
264.842,-0.002215166667
265.096,-0.0001972733333
265.351,0.0004606266667
265.605,-0.004221466667
265.859,-0.001776886667
266.114,0.0009477
266.368,-0.0006610466667
266.622,-0.0002097866667
266.877,0.00004814
267.131,-0.00008058666667
267.385,-0.001809313333
267.64,-0.002924706667
267.894,-0.00065342
268.148,0.0007978666667
268.403,-0.00059084
268.657,-0.00497954
268.912,-0.002101573333
269.166,0.0001497333333
269.42,-0.003052286667
269.675,-0.002440973333
269.929,0.00011702
270.183,0.0003150133333
270.438,-0.00537366
270.692,-0.002795653333
270.946,-0.0001443133333
271.201,-0.00067964
271.455,-0.00226162
271.709,-0.003516933333
271.964,-0.0007989066667
272.218,0.0006057933333
272.473,-0.00134284
272.727,-0.0021048
272.981,-0.0007667533333
273.236,0.0005112933333
273.49,0.0006826866667
273.744,-0.001345926667
273.999,0.00009214
274.253,0.0006302066667
274.507,-0.001525053333
274.762,-0.003506973333
275.016,-0.001062226667
275.271,0.0002491933333
275.525,-0.00033938
275.779,-0.00162128
276.034,-0.0007765133333
276.288,0.00008159333333
276.542,-0.003713633333
276.797,-0.003882186667
277.051,-0.0008774
277.305,0.0002007266667
277.56,-0.00151448
277.814,-0.001556346667
278.068,-0.0007182066667
278.323,-0.0007200666667
278.577,-0.004248586667
278.832,-0.0039571
279.086,-0.001005613333
279.34,0.00070588
279.595,-0.00290262
279.849,-0.00347778
280.103,-0.0003462733333
280.358,0.00062524
280.612,-0.001443246667
280.866,-0.001471726667
281.121,0.0003331333333
281.375,0.0002046666667
281.629,-0.003517133333
281.884,-0.005418926667
282.138,-0.00184072
282.393,-0.00002916666667
282.647,-0.00199762
282.901,-0.002939393333
283.156,-0.001541166667
283.41,-0.0003562666667
283.664,-0.003411366667
283.919,-0.005619786667
284.173,-0.00240154
284.427,-0.00022996
284.682,-0.002098373333
284.936,-0.003000113333
285.191,-0.0006351866667
285.445,0.0005830866667
285.699,-0.00119198
285.954,-0.005600366667
286.208,-0.00237542
286.462,0.0006228666667
286.717,-0.00307218
286.971,-0.00548722
287.225,-0.00168892
287.48,0.00068938
287.734,-0.002105646667
287.988,-0.002960666667
288.243,-0.0006956866667
288.497,-0.000004033333333
288.752,-0.00245238
289.006,-0.001834053333
289.26,-0.00011572
289.515,-0.00001071333333
289.769,-0.002205706667
290.023,-0.002447366667
290.278,-0.001089013333
290.532,0.0005426733333
290.786,-0.0007723066667
291.041,-0.002027273333
291.295,-0.0007689133333
291.549,-0.00083054
291.804,-0.002232166667
292.058,-0.004493786667
292.313,-0.002222073333
292.567,-0.0005036866667
292.821,-0.00327196
293.076,-0.004113566667
293.33,-0.001541833333
293.584,-0.0001301
293.839,-0.00001836
294.093,-0.004319946667
294.347,-0.0021482
294.602,0.0002368866667
294.856,0.00050864
295.111,-0.001306266667
295.365,-0.0005678333333
295.619,-0.0001027333333
295.874,-0.00389096
296.128,-0.002692513333
296.382,-0.0005874
296.637,0.0003577133333
296.891,-0.001730493333
297.145,-0.003918706667
297.4,-0.00146024
297.654,0.0002448933333
297.908,-0.0007233
298.163,-0.003471493333
298.417,-0.00137968
298.672,0.0802188
298.926,0.1382639533
299.18,0.47699578
299.435,1.43972094
299.689,1.760712767
299.943,3.479551273
300.198,5.418023113
300.452,8.439268287
300.706,10.65966013
300.961,10.07745865
301.215,12.65594384
301.469,12.7584557
301.724,14.35979423
301.978,14.43771276
302.233,18.57504463
302.487,21.53808317
302.741,22.99953505
302.996,24.21731359
303.25,26.13614548
303.504,27.89845737
303.759,29.73953593
304.013,30.21848783
304.267,32.65737973
304.522,35.05875829
304.776,36.66039687
305.031,39.15812211
305.285,41.35528069
305.539,42.47747928
305.794,45.81885787
306.048,47.91781646
306.302,48.57728839
306.557,49.79807365
306.811,52.71841226
307.065,55.7780042
307.32,58.31784948
307.574,61.33817476
307.828,63.77813337
308.083,64.89696533
308.337,67.53515729
308.592,68.69652925
308.846,71.71806121
309.1,74.69770652
309.355,75.75629182
309.609,79.31689047
309.863,79.79883578
310.118,82.71616109
310.372,87.79499308
310.626,95.07583174
310.881,93.9959104
311.135,96.39272239
311.389,99.23290773
311.644,102.3361731
311.898,103.9162584
312.153,107.5106704
312.407,111.3713758
312.661,112.2950411
312.916,116.0964598
313.17,119.8355052
313.429,123.3320305
313.688,125.3337826
313.947,127.2156479
314.206,129.6128333
314.465,132.2334187
314.724,135.3545507
314.983,142.5127361
315.242,143.2925148
315.501,145.3920869
315.76,148.7326656
316.019,155.5126843
316.278,159.9108897
316.536,159.5096684
316.795,163.1913205
317.054,167.1091526
317.313,169.989158
317.572,174.5284701
317.831,178.5700822
318.09,184.9300009
318.349,188.865773
318.608,188.5060984
318.867,192.5277039
319.126,197.5284693
319.385,202.7873347
319.644,207.0050468
319.903,209.7273456
320.162,212.3292711
320.421,219.3868032
320.68,225.8834486
320.939,223.7063874
321.198,226.8666262
321.457,230.1637983
321.716,236.2002705
321.975,240.0823959
322.234,246.0238948
322.493,247.1393736
322.752,252.0375657
323.01,259.0807578
323.269,265.96275
323.528,266.4216888
323.787,265.8638676
324.046,270.6433331
324.305,279.9621053
324.564,281.2204241
324.823,280.680403
325.082,289.6005618
325.341,295.059554
325.6,297.5180328
325.859,301.917525
326.118,302.6582972
326.377,309.337656
326.636,313.1354349
326.895,318.7140738
327.154,322.2777793
327.413,326.3387181
327.672,331.0730237
327.931,336.0502559
328.19,343.9728148
328.449,348.1543936
328.708,348.3510458
328.967,354.8101381
329.226,359.3310303
329.485,361.5504292
329.743,363.8091147
330.002,365.268407
330.261,370.8104659
330.52,374.6907248
330.779,382.668717
331.038,388.9687559
331.297,392.1901481
331.556,390.6101804
331.815,395.388966
332.074,400.4425049
332.333,402.9654705
332.592,409.427296
332.851,412.245075
333.11,417.4232139
333.369,424.5263462
333.628,422.8849851
333.887,427.463104
334.146,434.159403
334.405,438.4815952
334.664,437.2833209
334.923,442.3195398
335.182,445.0394188
335.441,450.6414577
335.7,459.3208633
335.959,461.4792556
336.217,462.4965346
336.476,469.7787335
336.735,474.0986258
336.994,473.6770115
337.253,481.8377304
337.512,482.4183361
337.771,484.3968417
338.03,488.3930807
338.289,493.7343397
338.548,498.5569387
338.807,500.5164377
339.066,503.6969033
339.325,508.0714223
339.584,513.6737346
339.843,510.3953336
340.102,513.1558526
340.361,521.050845
340.62,525.8521706
340.879,527.052803
341.138,524.9523286
341.397,526.052761
341.656,531.1926467
341.915,536.870999
342.174,541.352818
342.433,545.1682771
342.691,544.3897894
342.95,548.6920551
343.209,550.1696341
343.468,556.2678265
343.727,553.5093255
343.986,558.8705579
344.245,562.5270036
344.504,567.1251427
344.763,567.4890284
345.022,570.7503941
345.281,571.5886598
345.54,567.8273655
345.799,570.8885712
346.058,575.847417
346.317,577.6256027
346.576,578.3071284
346.835,577.5893541
347.094,582.5888065
347.353,587.6673923
347.612,594.423818
347.871,595.9049571
348.13,597.8863695
348.389,598.6250019
348.648,596.8040943
348.907,596.2668934
349.166,598.0072591
349.424,602.8075049
349.683,600.8661173
349.942,603.2665231
350.201,599.6673488
350.46,604.7263213
350.719,606.3455937
350.978,602.9859861
351.237,604.9073986
351.496,609.665371
351.755,612.5229634
352.014,612.8258159
352.273,614.506155
352.532,610.7036675
352.791,612.9431399
353.05,615.5065924
353.309,613.6069981
353.568,613.9056906
353.827,616.9836364
354.086,617.0440955
354.345,617.885568
354.604,618.0628138
354.863,617.7792529
355.122,620.8237387
355.381,623.0448378
355.64,626.382277
355.898,622.6386561
356.157,619.6243953
356.416,619.8044878
356.675,619.0061602
356.934,619.9022994
357.193,621.3646852
357.452,620.745291
357.711,619.8810569
357.97,620.503316
358.229,616.9054485
358.488,610.8879277
358.747,612.4073135
359.006,614.482786
359.265,614.9261318
359.524,614.0079243
359.783,612.7293235
360.042,612.1054894
360.301,611.9667619
360.56,614.1666544
360.819,614.5674602
361.078,610.3660394
361.337,608.4671586
361.596,605.0678778
361.855,602.3858036
362.114,603.4444628
362.372,601.4495487
362.631,603.3688612
362.89,601.9680938
363.149,605.284733
363.408,601.9890922
363.667,596.3899047
363.926,596.1094106
364.185,598.0483431
364.444,600.2908423
364.703,593.5486882
364.962,595.9642874
365.221,598.0247533
365.48,595.6084992
365.739,592.6084717
365.999,592.8487576
366.258,589.1898635
366.518,591.9912761
366.777,591.9492553
367.037,596.0265012
367.296,585.4280804
367.556,591.649913
367.815,592.8897122
368.075,591.0506315
368.334,585.9088574
368.594,581.5509966
368.853,585.7533158
369.113,584.7291284
369.372,588.1092943
369.632,589.2312469
369.891,585.6934595
370.15,584.5317121
370.41,587.0894647
370.669,586.6726639
370.929,584.4726498
371.188,579.8312024
371.448,582.445735
371.707,579.7909876
371.967,580.8141336
372.226,585.6276795
372.486,581.7052854
372.745,578.4101447
373.005,579.9535706
373.264,581.8921499
373.524,580.4334225
373.783,581.2720285
374.043,579.4920277
374.302,576.2327803
374.561,573.1343596
374.821,574.6948056
375.08,570.9523782
375.34,572.3510442
375.599,571.7299701
375.859,566.7144427
376.118,566.7362154
376.378,566.0933013
376.637,564.7311473
376.897,560.5950599
377.156,564.9170259
377.416,564.1972185
377.675,566.0554845
377.935,562.8955504
378.194,563.1356631
378.454,563.6335557
378.713,557.213115
378.972,554.7155143
379.232,558.0369603
379.491,556.8366196
379.751,556.655719
380.01,551.3374849
380.27,548.1582509
380.529,557.2550769
380.789,551.8149429
381.048,550.4582822
381.308,551.5193149
381.567,549.7376675
381.827,544.2188269
382.086,546.5008662
382.346,548.8809455
382.605,547.7183449
382.865,544.6566175
383.124,542.4583635
383.383,541.5973829
383.643,541.2792022
383.902,537.2160482
384.162,535.1402942
384.421,538.7186402
384.681,536.6982529
384.94,534.5369923
385.2,534.7991983
385.459,533.6225176
385.719,531.8019037
385.978,527.6817763
386.238,528.2018757
386.497,526.4233284
386.757,528.1806744
387.016,523.1768738
387.276,524.6995931
387.535,528.3999192
387.794,524.2797985
388.054,525.0191846
388.313,523.3030306
388.573,522.2831233
388.832,521.1415827
389.092,519.8611887
389.351,520.2233614
389.611,527.0421341
389.87,523.0203268
390.13,518.0193395
390.389,515.5037123
390.649,511.1662183
390.908,511.5816977
391.168,508.7794171
391.427,503.5421898
391.686,507.3040425
391.946,509.3638286
392.205,508.1437746
392.465,505.525854
392.724,505.8846734
392.984,506.9215795
393.243,504.1415789
393.503,501.0257916
393.762,503.4463776
394.022,498.067777
394.281,496.7304498
394.541,499.3282292
394.8,499.1672219
395.06,494.945888
395.319,495.4067007
395.579,491.7689935
395.838,495.3278062
396.097,489.904199
396.357,486.326485
396.616,491.4081711
396.876,486.0892239
397.135,487.0904566
397.395,485.586616
397.654,489.4056288
397.914,485.6476815
398.173,482.0860076
398.433,480.1071337
398.692,478.3092798
398.952,476.9517059
399.211,476.268912
399.471,474.1899047
399.73,473.5307775
399.99,478.3308769
400.249,473.3913097
400.508,470.0507558
400.768,475.5115619
401.027,474.4305213
401.287,472.3690341
401.546,471.4868069
401.806,469.8486597
402.065,472.3512591
402.325,471.6676652
402.584,471.9260713
402.844,469.9104174
403.103,467.3294902
403.363,468.532603
403.622,464.2898758
403.882,465.9309886
404.141,470.929868
404.401,468.5699741
404.66,464.8498202
404.926,461.6917664
405.193,461.8335725
405.459,459.3323386
405.726,457.2104781
405.992,461.3924775
406.259,462.3136637
406.525,457.8907631
406.792,468.2468026
407.058,464.2717221
407.325,459.9138349
407.591,459.2739277
407.858,459.8910071
408.124,458.9934199
408.391,453.3747261
408.657,452.2916855
408.924,453.892365
409.19,454.8328511
409.457,458.434284
409.723,458.4134768
409.99,454.8108562
410.256,453.8548024
410.523,456.1956019
410.789,455.3937347
411.056,454.8125675
411.322,456.2951937
411.589,457.3348598
411.855,456.3916126
412.122,455.9721721
412.388,451.8748983
412.655,450.1358244
412.921,453.4947906
413.188,454.7715101
413.454,452.2547162
413.721,454.5552824
413.987,453.2180752
414.254,442.8178347
414.52,445.6371742
414.787,452.0745404
415.053,449.2310865
415.32,450.1695394
415.586,449.7548989
415.853,451.3161384
416.119,451.9940579
416.386,448.1545507
416.652,446.2558369
416.919,443.8172831
417.185,441.3333626
417.452,444.3306821
417.718,439.5158416
417.985,441.1568678
418.251,442.9363406
418.518,442.7162735
418.784,439.517273
419.051,434.0980192
419.317,435.2566654
419.584,437.3519982
419.85,438.5559511
420.117,442.0381039
420.383,437.8392834
420.65,434.0965163
420.916,435.2375825
421.183,434.516982
421.449,433.8748482
421.716,431.1159811
421.982,432.7377939
422.249,431.1763535
422.515,432.215653
422.782,432.4359259
423.048,430.0954121
423.315,427.2763516
423.581,427.3720911
423.848,428.0911107
424.114,426.3959035
424.381,429.6962164
424.647,428.7138559
424.914,424.1147955
425.18,423.7574617
425.447,423.4572946
425.713,420.4142341
425.98,421.351547
426.246,418.0567732
426.513,421.0185861
426.779,422.0585056
427.046,418.0571385
427.312,416.5002514
427.579,417.0197309
427.845,417.9377571
428.112,416.9573034
428.378,415.8757162
428.645,414.6574491
428.911,414.0568754
429.178,416.3360216
429.444,413.4194011
429.711,406.1608607
429.977,409.2562069
430.244,412.2938465
430.51,410.3564927
430.777,411.5973923
431.043,408.6768785
431.31,407.0355047
431.576,409.7766109
431.843,403.2786505
432.109,402.0800034
432.376,407.296983
432.642,406.5970359
432.909,403.6575621
433.175,403.5377884
433.442,400.3376146
433.708,401.0562542
433.975,397.4975671
434.241,396.6783
434.508,395.7553395
434.774,394.3564925
435.041,396.0790387
435.307,392.7020316
435.574,391.3964179
435.84,396.5353508
436.11,391.7371503
436.379,389.0969233
436.649,385.6971495
436.918,388.6367891
437.188,387.6185353
437.457,384.4599483
437.727,387.9778078
437.996,386.2802608
438.266,384.2201337
438.535,382.0559533
438.805,380.1571195
439.074,378.7787324
439.344,375.4995187
439.613,375.658085
439.883,375.3364312
440.152,374.1391175
440.422,371.8396904
440.691,373.4002967
440.961,371.0601296
441.23,367.3210625
441.5,363.8214088
441.769,365.7213484
442.039,363.3607947
442.308,362.3605876
442.578,359.5205605
442.847,359.0789601
443.117,360.1588331
443.386,357.7612127
443.656,353.5419523
443.925,352.6191852
444.195,351.2193715
444.464,353.9214511
444.734,353.8225307
445.003,350.719217
445.273,352.0765032
445.542,353.0805495
445.812,350.8009891
446.081,347.1586087
446.351,344.238175
446.62,345.3606813
446.89,342.8618009
447.159,340.3215072
447.429,339.3816135
447.698,340.1434531
447.968,337.362146
448.238,340.9187523
448.507,337.0363453
448.777,332.9210116
449.046,335.2815245
449.316,332.1223908
449.585,329.7397038
449.855,330.0416101
450.124,329.4832163
450.394,326.481876
450.663,328.6175889
450.933,326.6417219
451.202,323.3434015
451.472,323.2603478
451.741,319.9834274
452.011,317.2255737
452.28,320.9450334
452.55,319.2239997
452.819,317.8200526
453.089,316.8622923
453.358,316.6844852
453.628,317.4845182
453.897,314.3849178
454.167,316.7843575
454.436,315.1448104
454.706,312.3913929
454.975,311.0518868
455.245,310.781716
455.514,312.0014314
455.784,310.0736236
456.053,307.9377435
456.323,306.1396575
456.592,307.812479
456.862,308.2503668
457.131,304.5826692
457.401,305.381441
457.67,304.1872764
457.94,299.5831994
458.209,298.2685321
458.479,299.446926
458.748,297.3371186
459.018,297.6135082
459.287,299.0651115
459.557,299.3855643
459.826,295.3412393
460.096,293.9880069
460.366,295.0602063
460.635,296.3154821
460.905,296.1341357
461.174,292.1519575
461.444,290.3714394
461.713,292.2457275
461.983,288.7766417
462.252,288.0607895
462.522,282.8139028
462.791,282.8395655
463.061,285.9162388
463.33,285.9398636
463.6,281.3540229
463.869,280.7729234
464.139,286.5200199
464.408,281.0185006
464.678,276.3934291
464.947,278.0875555
465.217,276.3481465
465.486,276.8285333
465.756,277.8581581
466.025,278.7517571
466.295,275.7487622
466.564,273.5154729
466.834,277.6271448
467.103,274.4778297
467.373,269.7746413
467.642,267.3104815
467.912,270.6160984
468.181,269.9590015
468.451,267.2886078
468.72,265.2111659
468.99,270.1252258
469.259,265.7263055
469.529,262.7260716
469.798,263.2181622
470.068,260.5415397
470.337,259.7062338
470.607,257.6422942
470.876,263.3780531
471.146,258.619064
471.415,256.3153995
471.685,255.6217096
471.954,253.499603
472.224,252.519254
472.493,252.1731844
472.763,250.6830372
473.033,252.824305
473.302,249.9481188
473.572,247.8203877
473.841,250.6532828
474.111,246.350978
474.38,243.823991
474.65,245.5772632
474.919,243.6380078
475.189,244.9801097
475.458,244.1248316
475.728,245.606037
475.997,243.4296675
476.267,244.6634348
476.536,242.383828
476.806,240.9454632
477.075,241.4912523
477.345,238.5296838
477.614,236.4008995
477.884,236.0791513
478.153,235.7769202
478.423,237.9654647
478.692,232.9453796
478.962,233.2578043
479.231,233.884886
479.501,235.9307464
479.77,236.9610259
480.04,235.4723833
480.309,234.7714244
480.579,236.3420417
480.848,236.2434525
481.118,235.2422758
481.387,230.5235922
481.657,228.8248687
481.926,232.6788426
482.196,230.1220182
482.465,233.2912036
482.735,233.558786
483.004,232.6151422
483.274,230.2010063
483.543,228.6733685
483.813,226.8328749
484.082,228.3621041
484.352,232.7380635
484.621,232.2874699
484.891,234.1844747
485.161,232.4922907
485.43,233.9095924
485.7,230.929553
485.969,231.0286481
486.239,231.8617486
486.508,229.5936438
486.778,230.3116666
487.047,231.2939922
487.317,232.5462394
487.586,231.9320455
487.856,233.9030144
488.125,235.9311626
488.395,236.7855756
488.664,236.2107107
488.934,236.1486563
489.203,235.8687402
489.473,238.1993734
489.742,235.866679
490.012,236.484513
490.281,241.9250089
490.551,241.6860622
490.82,243.0240539
491.09,244.207662
491.359,247.0451481
491.629,247.4407851
491.898,246.20353
492.168,247.6935594
492.437,249.8111792
492.707,248.5787824
492.976,249.8726644
493.246,251.5070291
493.515,249.7814677
493.785,252.8617054
494.054,258.0613592
494.324,255.89271
494.593,256.4095364
494.863,258.4986738
495.132,258.8606271
495.402,258.0371317
495.671,260.7982952
495.941,263.1799358
496.21,265.6332451
496.48,267.6550804
496.749,267.7030339
497.019,266.2241397
497.289,266.0498518
497.558,266.6245105
497.828,269.5736488
498.097,272.8708821
498.367,271.2484458
498.636,272.9107756
498.906,276.5294327
499.175,278.4003197
499.445,280.1959603
499.714,275.9149073
499.984,275.2376194
500.253,274.8087602
500.523,280.3179439
500.792,285.1795534
501.062,284.8083806
501.331,287.1251833
501.601,288.7413706
501.87,289.4165103
502.14,291.9622257
502.409,292.6997659
502.679,292.9896137
502.948,293.3932816
503.218,298.7987156
503.487,302.8580239
503.757,300.3993486
504.026,301.1997244
504.296,301.9361192
504.565,303.7807679
504.835,304.6295995
505.104,304.1372857
505.374,303.4597066
505.643,307.2837617
505.913,310.3072119
506.182,310.1031379
506.452,310.1005614
506.721,314.514537
506.991,315.5253487
507.26,314.351171
507.53,313.5081681
507.799,313.6085993
508.069,319.124104
508.338,316.5807816
508.608,314.1977325
508.877,315.4935496
509.147,319.4143926
509.416,316.7579004
509.686,316.6966769
509.956,321.4732174
510.225,321.4129806
510.495,323.8751769
510.764,325.7722839
511.034,326.629853
511.303,324.4804597
511.573,323.1002859
511.842,324.6257029
512.112,324.2916889
512.381,326.2329119
512.651,326.2418721
512.92,323.0659973
513.19,324.935987
513.459,324.2456986
513.729,321.9135607
513.998,325.7894904
514.268,328.8651501
514.537,331.0964708
514.807,327.8530169
515.076,328.3394608
515.346,326.5949189
515.615,328.2607027
515.885,326.8230516
516.154,326.8854299
516.424,326.4440692
516.693,323.9951131
516.963,325.1093625
517.232,323.3031313
517.502,323.4125118
517.771,323.3692456
518.041,322.4033822
518.31,327.8605412
518.58,328.0923268
518.849,328.2206948
519.119,328.7667571
519.388,326.372322
519.658,323.4358555
519.927,321.3415158
520.197,325.5594593
520.466,325.559421
520.736,322.9134571
521.005,324.1295054
521.275,326.407363
521.544,324.7160184
521.814,326.0825695
522.084,325.9891858
522.353,323.7879282
