Wavelength (nm),500ppb_500ms
683.63,18.70
683.79,19.71
683.94,17.71
684.09,24.71
684.24,25.71
684.39,20.71
684.55,24.71
684.70,28.71
684.85,20.71
685.00,29.71
685.16,29.71
685.31,29.71
685.46,22.71
685.61,26.71
685.77,26.71
685.92,27.71
686.07,33.71
686.22,33.71
686.37,26.71
686.53,21.71
686.68,25.71
686.83,29.71
686.98,26.71
687.14,26.71
687.29,29.71
687.44,27.71
687.59,18.71
687.75,29.71
687.90,28.71
688.05,28.71
688.20,25.71
688.36,25.71
688.51,24.71
688.66,25.71
688.81,22.71
688.97,19.71
689.12,18.71
689.27,19.71
689.42,21.71
689.58,26.71
689.73,26.71
689.88,19.71
690.03,19.71
690.19,28.71
690.34,24.71
690.49,27.71
690.64,29.71
690.80,23.71
690.95,33.71
691.10,35.71
691.25,25.71
691.41,34.71
691.56,32.71
691.71,33.71
691.86,27.71
692.02,25.71
692.17,29.71
692.32,29.71
692.47,30.71
692.63,34.71
692.78,31.71
692.93,32.71
693.08,36.71
693.24,36.71
693.39,26.71
693.54,34.72
693.70,27.72
693.85,22.72
694.00,25.72
694.15,32.72
694.31,24.72
694.46,20.72
694.61,24.72
694.76,28.72
694.92,26.72
695.07,27.72
695.22,23.72
695.38,18.72
695.53,24.72
695.68,26.72
695.83,24.72
695.99,25.72
696.14,23.72
696.29,27.72
696.44,33.72
696.60,24.72
696.75,21.72
696.90,28.72
697.06,28.72
697.21,39.72
697.36,34.72
697.51,30.72
697.67,32.72
697.82,30.72
697.97,29.72
698.13,34.72
698.28,26.72
698.43,22.72
698.59,18.72
698.74,19.72
698.89,30.72
699.04,19.72
699.20,26.72
699.35,35.72
699.50,22.72
699.66,25.72
699.81,31.72
699.96,28.72
700.11,23.72
700.27,32.72
700.42,24.72
700.57,26.72
700.73,27.72
700.88,19.72
701.03,29.72
701.19,31.72
701.34,23.72
701.49,29.72
701.64,38.72
701.80,36.72
701.95,30.72
702.10,41.72
702.26,38.72
702.41,31.72
702.56,21.72
702.72,19.72
702.87,23.72
703.02,18.72
703.18,18.72
703.33,28.72
703.48,22.72
703.64,25.72
703.79,23.73
703.94,8.73
704.09,8.73
704.25,20.73
704.40,28.73
704.55,28.73
704.71,18.73
704.86,22.73
705.01,21.73
705.17,29.73
705.32,27.73
705.47,24.73
705.63,19.73
705.78,22.73
705.93,21.73
706.09,24.73
706.24,20.73
706.39,27.73
706.55,27.73
706.70,21.73
706.85,24.73
707.01,18.73
707.16,12.73
707.31,18.73
707.47,17.73
707.62,23.73
707.77,25.73
707.93,30.73
708.08,23.73
708.23,24.73
708.39,24.73
708.54,25.73
708.69,27.73
708.85,30.73
709.00,30.73
709.15,26.73
709.31,27.73
709.46,11.73
